url_path,views_total,views_unique
/jagoff/memo,122,63
/jagoff/memo/blob/master/docs/reference.md,17,3
/jagoff/memo/discussions,8,3
/jagoff/memo/blob/master/install.sh,5,4
/jagoff/memo/issues,4,4
/jagoff/memo/pull/149/files,4,1
/jagoff/memo/pull/149/commits/07e4f630d5a06243b8d810cd00e1659358687b85,3,1
/jagoff/memo/tree/master/.superpowers/sdd,3,1
/jagoff/memo/blob/master/README.md,2,2
/jagoff/memo/blob/master/docs/privacy.md,2,2
