url_path,views_total,views_unique
/jagoff/memo,104,73
/jagoff/memo/issues,6,6
/jagoff/memo/blob/master/PRIVACY.md,3,3
/jagoff/memo/blob/master/LICENSE,2,2
/jagoff/memo/blob/master/docs/docker.md,2,2
/jagoff/memo/blob/master/docs/reference.md,2,2
/jagoff/memo/blob/master/docs/ubuntu.md,2,2
/jagoff/memo/pull/217,2,2
/jagoff/memo/pulls,2,2
/jagoff/memo/tree/main/src/memo,2,2
