url_path,views_total,views_unique
/jagoff/memo,104,67
/jagoff/memo/issues,15,9
/jagoff/memo/blob/master/docs/reference.md,12,4
/jagoff/memo/pulls,4,4
/jagoff/memo/blob/master/docs/ubuntu.md,2,2
/jagoff/memo/pull/217,2,2
/jagoff/memo/tree/main/src/memo,2,2
/jagoff/memo/tree/main/src/memo/cli,2,2
/jagoff/memo/blame/chore/housekeeping-code-docs/docs/ubuntu.md,1,1
/jagoff/memo/blame/master/docs/ubuntu.md,1,1
